Epoch,Total Loss,Node Loss,Node MAE,Node R2,Node NRMSE,Edge Loss,Edge MAE,Edge R2,Edge NRMSE
39,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
40,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
41,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
42,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
43,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
44,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
45,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
46,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
47,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
48,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
49,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
50,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
51,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
52,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
53,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
54,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
55,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
56,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
57,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
58,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
59,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
60,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
61,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
62,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
63,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
64,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
65,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
66,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
67,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
68,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
69,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
70,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
71,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
72,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
73,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
74,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
75,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
76,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
77,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
78,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
79,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
80,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
81,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
82,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
83,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
84,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
85,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
86,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
87,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
88,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
89,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
90,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
91,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
92,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
93,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
94,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
95,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
96,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
97,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
98,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
99,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
100,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
101,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
102,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
103,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
104,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
105,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
106,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
107,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
108,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
109,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
110,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
111,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
112,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
113,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
114,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
115,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
116,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
117,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
118,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
119,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
120,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
121,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
122,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
123,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
124,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
125,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
126,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
127,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
128,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
129,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
130,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
131,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
132,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
133,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
134,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
135,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
136,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
137,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
138,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
139,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
140,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
141,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
142,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
143,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
144,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
145,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
146,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
147,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
148,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
149,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
150,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
151,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
152,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
153,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
154,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
155,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
156,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
157,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
158,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
159,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
160,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
161,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
162,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
163,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
164,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
165,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
166,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
167,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
168,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
169,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
170,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
171,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
172,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
173,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
174,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
175,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
176,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
177,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
178,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
179,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
180,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
181,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
182,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
183,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
184,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
185,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
186,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
187,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
188,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
189,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
190,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
191,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
192,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
193,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
194,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
195,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
196,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
197,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
198,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
199,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
200,2271540.5,1200686.625,620645.75,-0.3646,1.1682,10708.5371,1620.97,-0.0235,1.0117
