Epoch,Total Loss,Node Loss,Node MAE,Node R2,Node NRMSE,Edge Loss,Edge MAE,Edge R2,Edge NRMSE
20,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
21,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
22,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
23,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
24,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
25,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
26,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
27,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
28,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
29,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
30,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
31,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
32,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
33,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
34,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
35,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
36,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
37,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
38,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
39,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
40,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
41,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
42,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
43,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
44,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
45,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
46,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
47,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
48,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
49,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
50,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
51,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
52,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
53,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
54,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
55,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
56,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
57,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
58,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
59,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
60,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
61,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
62,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
63,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
64,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
65,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
66,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
67,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
68,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
69,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
70,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
71,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
72,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
73,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
74,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
75,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
76,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
77,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
78,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
79,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
80,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
81,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
82,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
83,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
84,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
85,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
86,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
87,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
88,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
89,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
90,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
91,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
92,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
93,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
94,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
95,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
96,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
97,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
98,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
99,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
100,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
101,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
102,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
103,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
104,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
105,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
106,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
107,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
108,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
109,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
110,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
111,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
112,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
113,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
114,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
115,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
116,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
117,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
118,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
119,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
120,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
121,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
122,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
123,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
124,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
125,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
126,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
127,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
128,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
129,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
130,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
131,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
132,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
133,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
134,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
135,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
136,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
137,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
138,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
139,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
140,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
141,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
142,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
143,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
144,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
145,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
146,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
147,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
148,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
149,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
150,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
151,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
152,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
153,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
154,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
155,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
156,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
157,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
158,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
159,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
160,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
161,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
162,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
163,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
164,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
165,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
166,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
167,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
168,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
169,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
170,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
171,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
172,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
173,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
174,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
175,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
176,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
177,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
178,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
179,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
180,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
181,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
182,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
183,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
184,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
185,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
186,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
187,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
188,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
189,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
190,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
191,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
192,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
193,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
194,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
195,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
196,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
197,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
198,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
199,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
200,181464.5625,91497.7422,48412.043,-0.3888,1.1785,899.6682,114.6665,-0.0165,1.0082
